title,genre,release_year,budget_mln,revenue_mln,rating_imdb,runtime_min,vote_count
Movie_0900,Sci-Fi,2001,457.66,272.16,7.6,115,4641
Movie_0901,Horror,2008,14.29,8.17,8.8,103,2085
Movie_0902,Romance,2016,14.18,7.79,6.0,77,1610
Movie_0903,Thriller,2002,11.92,16.41,4.3,90,45631
Movie_0904,Drama,2023,4.73,3.14,5.4,99,17427
Movie_0905,Comedy,2005,8.45,12.54,3.4,73,3659
Movie_0906,Comedy,2004,37.15,,5.6,90,94
Movie_0907,Drama,2004,30.05,6.49,4.6,118,1734
Movie_0908,Thriller,2021,11.29,37.16,6.6,133,171878
Movie_0909,Romance,2014,51.16,147.13,5.0,96,2109
Movie_0910,Drama,2022,13.59,8.27,5.4,120,15596
Movie_0911,Sci-Fi,2016,112.46,233.97,5.2,70,25923
Movie_0912,Sci-Fi,2008,363.2,417.35,9.0,118,4139
Movie_0913,Comedy,2002,61.48,98.87,5.4,88,843
Movie_0914,Horror,2019,12.1,8.25,7.7,111,77
Movie_0915,Romance,2016,12.25,4.38,6.5,100,8318
Movie_0916,Comedy,2009,5.36,6.37,6.1,131,878
Movie_0917,Horror,2002,8.44,12.4,6.0,87,3882
Movie_0918,Horror,2017,12.67,14.66,6.0,117,457
Movie_0919,Animation,2017,40.86,12.96,3.4,99,2002
Movie_0920,Sci-Fi,2016,90.03,95.38,5.5,101,3135
Movie_0921,Thriller,2023,42.54,,6.7,101,4459
Movie_0922,Action,2002,66.83,,5.7,88,559
Movie_0923,Thriller,2002,23.78,30.1,3.9,104,17950
Movie_0924,Action,2005,91.56,79.88,5.8,103,1217
Movie_0925,Drama,2012,28.48,,7.7,109,241
Movie_0926,Sci-Fi,2023,41.8,28.55,7.2,106,2531
Movie_0927,Horror,2014,46.38,110.9,5.6,120,3138
Movie_0928,Romance,2008,23.1,123.86,6.7,123,3792
Movie_0929,Action,2003,81.22,185.27,5.4,83,22998
Movie_0930,Thriller,2013,70.49,60.33,3.7,122,2090
Movie_0931,Horror,2004,18.08,13.78,4.5,81,2491
Movie_0932,Action,2001,,965.21,8.1,116,569
Movie_0933,Action,2010,100.66,42.84,5.6,117,10207
Movie_0934,Animation,2008,55.14,34.35,5.4,70,3930
Movie_0935,Action,2023,106.83,114.28,5.6,106,1587
Movie_0936,Romance,2002,10.01,65.59,7.8,95,171
Movie_0937,Sci-Fi,2008,109.07,332.73,7.9,89,26019
Movie_0938,Romance,2002,24.34,23.12,8.3,132,472
Movie_0939,Comedy,2001,25.4,28.56,5.4,91,1227
Movie_0940,Horror,2011,13.53,12.64,5.9,88,5102
Movie_0941,Sci-Fi,2009,,12.13,3.8,106,495
Movie_0942,Animation,2008,58.02,288.75,7.5,118,317
Movie_0943,Sci-Fi,2014,107.71,39.01,4.5,102,123
Movie_0944,Sci-Fi,2007,113.64,825.6,6.2,128,8791
Movie_0945,Thriller,2004,17.58,43.3,4.3,115,1315
Movie_0946,Sci-Fi,2010,275.27,1190.06,5.9,70,240603
Movie_0947,Animation,2001,45.01,38.12,4.7,94,670
Movie_0948,Romance,2023,54.3,65.02,5.0,93,748
Movie_0949,Sci-Fi,2014,,57.67,5.4,114,1276
Movie_0950,Drama,2005,11.93,9.99,4.9,70,4292
Movie_0951,Horror,2007,62.07,179.49,6.7,155,1472
Movie_0952,Sci-Fi,2004,38.48,146.95,4.3,115,7468
Movie_0953,Horror,2015,31.29,18.7,5.9,107,686
Movie_0954,Drama,2017,44.53,62.88,7.1,128,375
Movie_0955,Drama,2005,11.7,13.83,4.9,151,200
Movie_0956,Horror,2004,45.7,17.24,4.8,122,106
Movie_0957,Action,2015,65.5,168.09,5.5,123,1370
Movie_0958,Comedy,2012,37.79,38.25,7.1,107,1897
Movie_0959,Thriller,2004,49.26,67.33,5.9,102,1156
Movie_0960,Action,2012,71.85,67.7,5.1,95,19246
Movie_0961,Action,2016,153.04,138.32,6.7,88,18808
Movie_0962,Romance,2017,47.17,56.23,4.4,91,1804
Movie_0963,Thriller,2007,,14.21,6.4,77,202
Movie_0964,Thriller,2012,113.56,,6.4,103,1274
Movie_0965,Action,2018,21.16,15.74,5.2,71,1212
Movie_0966,Sci-Fi,2002,228.42,452.5,5.4,108,1112
Movie_0967,Romance,2023,61.57,350.91,4.7,104,1046
Movie_0968,Romance,2007,10.44,20.13,6.2,107,1118
Movie_0969,Drama,2001,14.4,68.19,7.0,94,1669
Movie_0970,Animation,2007,37.16,14.27,4.9,166,1149
Movie_0971,Thriller,2012,33.68,,6.2,132,4074
Movie_0972,Action,2012,62.53,20.77,3.2,80,5118
Movie_0973,Drama,2000,37.32,13.43,4.9,109,760
Movie_0974,Horror,2005,42.79,34.05,5.6,92,20062
Movie_0975,Comedy,2023,91.63,351.45,4.8,84,685
Movie_0976,Animation,2018,57.4,170.83,4.6,78,263
Movie_0977,Animation,2015,76.13,130.25,5.0,113,5277
Movie_0978,Animation,2007,23.41,9.62,5.9,91,874
Movie_0979,Romance,2000,13.12,16.1,5.3,124,4826
Movie_0980,Horror,2015,32.46,34.45,2.9,124,81
Movie_0981,Animation,2008,327.76,449.99,4.3,132,24069
Movie_0982,Horror,2012,5.59,1.4,4.8,87,8171
Movie_0983,Sci-Fi,2010,62.25,48.35,6.3,114,313
Movie_0984,Animation,2012,88.12,58.41,,117,324
Movie_0985,Comedy,2020,37.54,84.41,5.1,95,36621
Movie_0986,Horror,2009,7.85,1.46,4.9,89,986
Movie_0987,Horror,2003,21.06,,7.3,137,852
Movie_0988,Comedy,2005,20.53,32.86,5.1,109,99
Movie_0989,Animation,2006,88.97,331.67,6.3,117,1761
Movie_0990,Comedy,2004,46.44,139.4,5.9,88,2118
Movie_0991,Horror,2010,15.08,21.02,3.0,80,8718
Movie_0992,Comedy,2012,21.16,18.42,6.5,93,365
Movie_0993,Horror,2018,13.74,3.94,5.8,102,304
Movie_0994,Horror,2022,13.98,16.62,6.2,83,5863
Movie_0995,Sci-Fi,2009,,503.44,10.0,104,13495
Movie_0996,Action,2009,65.04,204.14,3.3,71,282
Movie_0997,Horror,2010,53.89,218.53,7.8,82,15097
Movie_0998,Animation,2020,140.97,326.03,5.7,118,3153
Movie_0999,Drama,2006,15.79,36.07,5.9,117,15332
Movie_0387,Thriller,2007,60.06,74.18,5.4,108,23041
Movie_0090,Animation,2013,106.33,787.59,6.9,71,127
Movie_0424,Animation,2001,94.76,412.97,5.9,89,4014
Movie_0914,Horror,2019,12.1,8.25,7.7,111,77
Movie_0698,Comedy,2003,30.5,,7.1,113,3533
Movie_0652,Thriller,2008,19.82,58.21,7.8,122,2300
Movie_0316,Drama,2019,11.67,3.63,5.0,142,4612
Movie_0479,Horror,2021,64.64,55.99,6.1,89,1292
Movie_0304,Comedy,2005,31.2,16.29,4.5,107,106145
Movie_0204,Horror,2018,36.4,21.88,4.2,103,5433
